cohort_month,activity_month,accounts_in_cohort_month,accounts_with_activity
2023-07,2023-09,34,34
2023-07,2023-10,37,37
2023-07,2023-11,32,32
2023-07,2023-12,33,33
2023-07,2024-01,35,35
2023-07,2024-02,37,37
2023-07,2024-03,38,38
2023-07,2024-04,34,34
2023-07,2024-05,40,40
2023-07,2024-06,28,28
2023-07,2024-07,29,29
2023-07,2024-08,32,32
2023-07,2024-09,39,39
2023-07,2024-10,34,34
2023-07,2024-11,34,34
2023-07,2024-12,29,29
2023-08,2023-08,22,22
2023-08,2023-09,21,21
2023-08,2023-10,17,17
2023-08,2023-11,24,24
2023-08,2023-12,24,24
2023-08,2024-01,17,17
2023-08,2024-02,14,14
2023-08,2024-03,19,19
2023-08,2024-04,20,20
2023-08,2024-05,23,23
2023-08,2024-06,18,18
2023-08,2024-07,16,16
2023-08,2024-08,20,20
2023-08,2024-09,19,19
2023-08,2024-10,21,21
2023-08,2024-11,22,22
2023-08,2024-12,26,26
2023-09,2023-09,21,21
2023-09,2023-10,21,21
2023-09,2023-11,23,23
2023-09,2023-12,22,22
2023-09,2024-01,22,22
2023-09,2024-02,22,22
2023-09,2024-03,20,20
2023-09,2024-04,23,23
2023-09,2024-05,17,17
2023-09,2024-06,20,20
2023-09,2024-07,16,16
2023-09,2024-08,21,21
2023-09,2024-09,23,23
2023-09,2024-10,21,21
2023-09,2024-11,24,24
2023-09,2024-12,20,20
2023-10,2023-10,24,24
2023-10,2023-11,29,29
2023-10,2023-12,25,25
2023-10,2024-01,31,31
2023-10,2024-02,23,23
2023-10,2024-03,23,23
2023-10,2024-04,26,26
2023-10,2024-05,24,24
2023-10,2024-06,25,25
2023-10,2024-07,23,23
2023-10,2024-08,20,20
2023-10,2024-09,29,29
2023-10,2024-10,21,21
2023-10,2024-11,26,26
2023-10,2024-12,28,28
2023-11,2023-11,33,33
2023-11,2023-12,27,27
2023-11,2024-01,25,25
2023-11,2024-02,32,32
2023-11,2024-03,32,32
2023-11,2024-04,30,30
2023-11,2024-05,30,30
2023-11,2024-06,29,29
2023-11,2024-07,29,29
2023-11,2024-08,24,24
2023-11,2024-09,29,29
2023-11,2024-10,23,23
2023-11,2024-11,35,35
2023-11,2024-12,34,34
2023-12,2023-12,32,32
2023-12,2024-01,26,26
2023-12,2024-02,25,25
2023-12,2024-03,27,27
2023-12,2024-04,22,22
2023-12,2024-05,25,25
2023-12,2024-06,28,28
2023-12,2024-07,27,27
2023-12,2024-08,26,26
2023-12,2024-09,25,25
2023-12,2024-10,28,28
2023-12,2024-11,29,29
2023-12,2024-12,24,24
2024-01,2024-01,15,15
2024-01,2024-02,26,26
2024-01,2024-03,26,26
2024-01,2024-04,20,20
2024-01,2024-05,24,24
2024-01,2024-06,26,26
2024-01,2024-07,26,26
2024-01,2024-08,23,23
2024-01,2024-09,23,23
2024-01,2024-10,22,22
2024-01,2024-11,23,23
2024-01,2024-12,21,21
2024-02,2024-02,14,14
2024-02,2024-03,11,11
2024-02,2024-04,16,16
2024-02,2024-05,11,11
2024-02,2024-06,10,10
2024-02,2024-07,14,14
2024-02,2024-08,14,14
2024-02,2024-09,12,12
2024-02,2024-10,14,14
2024-02,2024-11,17,17
2024-02,2024-12,18,18
2024-03,2024-03,26,26
2024-03,2024-04,17,17
2024-03,2024-05,20,20
2024-03,2024-06,22,22
2024-03,2024-07,21,21
2024-03,2024-08,23,23
2024-03,2024-09,17,17
2024-03,2024-10,19,19
2024-03,2024-11,17,17
2024-03,2024-12,19,19
2024-04,2024-04,26,26
2024-04,2024-05,34,34
2024-04,2024-06,24,24
2024-04,2024-07,19,19
2024-04,2024-08,27,27
2024-04,2024-09,28,28
2024-04,2024-10,29,29
2024-04,2024-11,28,28
2024-04,2024-12,33,33
2024-05,2024-05,28,28
2024-05,2024-06,28,28
2024-05,2024-07,28,28
2024-05,2024-08,28,28
2024-05,2024-09,27,27
2024-05,2024-10,27,27
2024-05,2024-11,30,30
2024-05,2024-12,33,33
2024-06,2024-06,26,26
2024-06,2024-07,22,22
2024-06,2024-08,29,29
2024-06,2024-09,25,25
2024-06,2024-10,26,26
2024-06,2024-11,21,21
2024-06,2024-12,21,21
2024-07,2024-07,27,27
2024-07,2024-08,25,25
2024-07,2024-09,22,22
2024-07,2024-10,27,27
2024-07,2024-11,24,24
2024-07,2024-12,26,26
2024-08,2024-08,27,27
2024-08,2024-09,22,22
2024-08,2024-10,26,26
2024-08,2024-11,22,22
2024-08,2024-12,26,26
2024-09,2024-09,15,15
2024-09,2024-10,26,26
2024-09,2024-11,23,23
2024-09,2024-12,24,24
2024-10,2024-10,26,26
2024-10,2024-11,21,21
2024-10,2024-12,26,26
2024-11,2024-11,20,20
2024-11,2024-12,26,26
2024-12,2024-12,1,1
