account_id,region,total_txn_amount,rank_within_region
SYNTHETIC_ACCT_0464,EAST,59186.28999999999,29
SYNTHETIC_ACCT_0465,NORTH,73739.41,18
SYNTHETIC_ACCT_0466,EAST,49335.81,49
SYNTHETIC_ACCT_0467,NORTH,35657.75,111
SYNTHETIC_ACCT_0468,WEST,52440.98999999999,48
SYNTHETIC_ACCT_0469,NORTH,33001.21,118
SYNTHETIC_ACCT_0470,WEST,56724.59,37
SYNTHETIC_ACCT_0471,WEST,72470.43,16
SYNTHETIC_ACCT_0472,NORTH,31763.260000000006,120
SYNTHETIC_ACCT_0473,SOUTH,29342.7,116
SYNTHETIC_ACCT_0474,NORTH,67989.72,26
SYNTHETIC_ACCT_0475,NORTH,60481.33,46
SYNTHETIC_ACCT_0476,EAST,46821.39,57
SYNTHETIC_ACCT_0477,SOUTH,23870.45,120
SYNTHETIC_ACCT_0478,NORTH,71548.90000000001,23
SYNTHETIC_ACCT_0479,NORTH,63787.23999999999,36
SYNTHETIC_ACCT_0480,NORTH,54256.979999999996,66
SYNTHETIC_ACCT_0481,WEST,36741.86,87
SYNTHETIC_ACCT_0482,WEST,50662.62,53
SYNTHETIC_ACCT_0483,NORTH,35217.68,112
SYNTHETIC_ACCT_0484,SOUTH,39539.0,99
SYNTHETIC_ACCT_0485,WEST,95362.02000000002,3
SYNTHETIC_ACCT_0486,NORTH,49887.63999999999,84
SYNTHETIC_ACCT_0487,SOUTH,73393.76,19
SYNTHETIC_ACCT_0488,SOUTH,36304.38,105
SYNTHETIC_ACCT_0489,NORTH,66293.05,29
SYNTHETIC_ACCT_0490,NORTH,96108.20999999999,1
SYNTHETIC_ACCT_0491,WEST,31804.850000000002,98
SYNTHETIC_ACCT_0492,NORTH,75453.05000000002,15
SYNTHETIC_ACCT_0493,NORTH,27729.9,130
SYNTHETIC_ACCT_0494,EAST,58197.649999999994,32
SYNTHETIC_ACCT_0495,NORTH,61492.409999999996,42
SYNTHETIC_ACCT_0496,WEST,27254.58,110
SYNTHETIC_ACCT_0497,SOUTH,48987.04,64
SYNTHETIC_ACCT_0498,WEST,58428.840000000004,33
SYNTHETIC_ACCT_0499,EAST,27258.21,88
SYNTHETIC_ACCT_0500,NORTH,30815.2,125
