# SYNTHETIC
account_id,customer_segment,account_open_date,account_status,region
SYNTHETIC_ACCT_0326,SMALL_BIZ,2023-12-06,SUSPENDED,NORTH
SYNTHETIC_ACCT_0327,WEALTH,2020-04-27,CLOSED,EAST
SYNTHETIC_ACCT_0328,WEALTH,2021-05-02,SUSPENDED,EAST
SYNTHETIC_ACCT_0329,RETAIL,2020-09-23,ACTIVE,SOUTH
SYNTHETIC_ACCT_0330,SMALL_BIZ,2023-04-16,SUSPENDED,WEST
SYNTHETIC_ACCT_0331,STUDENT,2022-01-17,ACTIVE,NORTH
SYNTHETIC_ACCT_0332,SMALL_BIZ,2022-03-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0333,RETAIL,2024-08-12,ACTIVE,EAST
SYNTHETIC_ACCT_0334,WEALTH,2024-04-28,CLOSED,EAST
SYNTHETIC_ACCT_0335,SMALL_BIZ,2022-08-08,SUSPENDED,EAST
SYNTHETIC_ACCT_0336,SMALL_BIZ,2023-10-10,ACTIVE,WEST
SYNTHETIC_ACCT_0337,SMALL_BIZ,2024-03-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0338,SMALL_BIZ,2022-05-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0339,SMALL_BIZ,2020-01-13,ACTIVE,WEST
SYNTHETIC_ACCT_0340,WEALTH,2024-11-08,ACTIVE,EAST
SYNTHETIC_ACCT_0341,STUDENT,2021-07-18,CLOSED,WEST
SYNTHETIC_ACCT_0342,SMALL_BIZ,2023-12-29,ACTIVE,NORTH
SYNTHETIC_ACCT_0343,RETAIL,2021-12-09,ACTIVE,WEST
SYNTHETIC_ACCT_0344,SMALL_BIZ,2023-08-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0345,RETAIL,2024-11-06,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0346,SMALL_BIZ,2022-08-08,ACTIVE,WEST
SYNTHETIC_ACCT_0347,SMALL_BIZ,2022-01-25,ACTIVE,NORTH
SYNTHETIC_ACCT_0348,WEALTH,2021-05-30,ACTIVE,WEST
SYNTHETIC_ACCT_0349,RETAIL,2022-10-25,ACTIVE,WEST
SYNTHETIC_ACCT_0350,RETAIL,2020-10-04,ACTIVE,SOUTH
SYNTHETIC_ACCT_0351,SMALL_BIZ,2024-04-30,ACTIVE,SOUTH
SYNTHETIC_ACCT_0352,RETAIL,2024-03-24,ACTIVE,EAST
SYNTHETIC_ACCT_0353,RETAIL,2023-06-06,CLOSED,WEST
SYNTHETIC_ACCT_0354,WEALTH,2023-04-06,ACTIVE,NORTH
SYNTHETIC_ACCT_0355,RETAIL,2023-12-20,ACTIVE,SOUTH
SYNTHETIC_ACCT_0356,SMALL_BIZ,2024-01-10,ACTIVE,SOUTH
SYNTHETIC_ACCT_0357,STUDENT,2023-01-29,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0358,STUDENT,2020-02-22,CLOSED,WEST
SYNTHETIC_ACCT_0359,STUDENT,2020-03-18,CLOSED,NORTH
SYNTHETIC_ACCT_0360,RETAIL,2022-06-20,ACTIVE,EAST
SYNTHETIC_ACCT_0361,SMALL_BIZ,2022-09-22,SUSPENDED,NORTH
SYNTHETIC_ACCT_0362,SMALL_BIZ,2024-02-09,ACTIVE,NORTH
SYNTHETIC_ACCT_0363,RETAIL,2024-04-27,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0364,WEALTH,2024-02-15,ACTIVE,NORTH
SYNTHETIC_ACCT_0365,RETAIL,2024-02-22,ACTIVE,NORTH
SYNTHETIC_ACCT_0366,RETAIL,2024-07-20,SUSPENDED,EAST
SYNTHETIC_ACCT_0367,SMALL_BIZ,2020-05-02,CLOSED,NORTH
SYNTHETIC_ACCT_0368,STUDENT,2024-04-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0369,SMALL_BIZ,2024-04-16,ACTIVE,NORTH
SYNTHETIC_ACCT_0370,RETAIL,2020-04-17,ACTIVE,WEST
SYNTHETIC_ACCT_0371,RETAIL,2024-03-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0372,WEALTH,2023-02-17,ACTIVE,WEST
SYNTHETIC_ACCT_0373,WEALTH,2024-10-20,ACTIVE,EAST
SYNTHETIC_ACCT_0374,WEALTH,2024-08-24,ACTIVE,EAST
SYNTHETIC_ACCT_0375,STUDENT,2020-02-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0376,STUDENT,2024-09-29,ACTIVE,NORTH
SYNTHETIC_ACCT_0377,WEALTH,2022-04-16,ACTIVE,SOUTH
SYNTHETIC_ACCT_0378,RETAIL,2021-09-12,ACTIVE,SOUTH
SYNTHETIC_ACCT_0379,STUDENT,2024-11-29,CLOSED,SOUTH
SYNTHETIC_ACCT_0380,WEALTH,2020-08-24,ACTIVE,NORTH
SYNTHETIC_ACCT_0381,WEALTH,2022-03-02,ACTIVE,WEST
SYNTHETIC_ACCT_0382,SMALL_BIZ,2022-02-23,SUSPENDED,EAST
SYNTHETIC_ACCT_0383,WEALTH,2021-09-05,ACTIVE,EAST
SYNTHETIC_ACCT_0384,SMALL_BIZ,2020-12-30,ACTIVE,WEST
SYNTHETIC_ACCT_0385,SMALL_BIZ,2024-04-20,ACTIVE,WEST
SYNTHETIC_ACCT_0386,RETAIL,2021-05-25,ACTIVE,EAST
SYNTHETIC_ACCT_0387,RETAIL,2022-09-02,ACTIVE,NORTH
SYNTHETIC_ACCT_0388,STUDENT,2021-04-19,ACTIVE,EAST
SYNTHETIC_ACCT_0389,SMALL_BIZ,2023-03-22,ACTIVE,WEST
SYNTHETIC_ACCT_0390,SMALL_BIZ,2022-10-17,ACTIVE,WEST
SYNTHETIC_ACCT_0391,SMALL_BIZ,2021-12-09,SUSPENDED,NORTH
SYNTHETIC_ACCT_0392,WEALTH,2021-08-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0393,STUDENT,2021-03-17,CLOSED,EAST
SYNTHETIC_ACCT_0394,SMALL_BIZ,2022-04-28,ACTIVE,EAST
SYNTHETIC_ACCT_0395,SMALL_BIZ,2024-03-18,ACTIVE,WEST
SYNTHETIC_ACCT_0396,SMALL_BIZ,2022-01-27,ACTIVE,EAST
SYNTHETIC_ACCT_0397,WEALTH,2020-09-08,SUSPENDED,SOUTH
SYNTHETIC_ACCT_0398,SMALL_BIZ,2023-07-13,ACTIVE,EAST
SYNTHETIC_ACCT_0399,SMALL_BIZ,2023-08-06,ACTIVE,SOUTH
SYNTHETIC_ACCT_0400,WEALTH,2020-10-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0401,RETAIL,2023-10-28,ACTIVE,SOUTH
SYNTHETIC_ACCT_0402,SMALL_BIZ,2020-06-18,ACTIVE,EAST
SYNTHETIC_ACCT_0403,STUDENT,2023-05-21,ACTIVE,NORTH
SYNTHETIC_ACCT_0404,RETAIL,2023-05-06,ACTIVE,WEST
SYNTHETIC_ACCT_0405,STUDENT,2024-09-23,ACTIVE,WEST
SYNTHETIC_ACCT_0406,STUDENT,2021-01-11,ACTIVE,EAST
SYNTHETIC_ACCT_0407,STUDENT,2024-10-17,ACTIVE,EAST
SYNTHETIC_ACCT_0408,STUDENT,2024-11-20,ACTIVE,WEST
SYNTHETIC_ACCT_0409,STUDENT,2020-03-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0410,SMALL_BIZ,2021-04-28,ACTIVE,WEST
SYNTHETIC_ACCT_0411,STUDENT,2023-03-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0412,STUDENT,2023-07-24,ACTIVE,SOUTH
SYNTHETIC_ACCT_0413,WEALTH,2020-02-27,ACTIVE,WEST
SYNTHETIC_ACCT_0414,STUDENT,2024-10-22,SUSPENDED,WEST
SYNTHETIC_ACCT_0415,SMALL_BIZ,2021-04-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0416,STUDENT,2020-04-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0417,RETAIL,2023-07-06,CLOSED,SOUTH
SYNTHETIC_ACCT_0418,SMALL_BIZ,2020-11-26,ACTIVE,EAST
SYNTHETIC_ACCT_0419,RETAIL,2020-03-03,SUSPENDED,WEST
SYNTHETIC_ACCT_0420,SMALL_BIZ,2020-11-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0421,WEALTH,2021-12-29,ACTIVE,WEST
SYNTHETIC_ACCT_0422,STUDENT,2023-09-28,ACTIVE,WEST
SYNTHETIC_ACCT_0423,RETAIL,2020-10-30,SUSPENDED,EAST
SYNTHETIC_ACCT_0424,RETAIL,2023-07-03,ACTIVE,WEST
SYNTHETIC_ACCT_0425,STUDENT,2024-07-29,ACTIVE,NORTH
SYNTHETIC_ACCT_0426,STUDENT,2022-07-24,ACTIVE,EAST
SYNTHETIC_ACCT_0427,RETAIL,2023-08-30,ACTIVE,WEST
SYNTHETIC_ACCT_0428,SMALL_BIZ,2020-06-04,ACTIVE,WEST
SYNTHETIC_ACCT_0429,SMALL_BIZ,2023-12-31,ACTIVE,NORTH
SYNTHETIC_ACCT_0430,SMALL_BIZ,2022-04-16,CLOSED,SOUTH
SYNTHETIC_ACCT_0431,SMALL_BIZ,2022-12-09,ACTIVE,WEST
SYNTHETIC_ACCT_0432,WEALTH,2020-08-28,CLOSED,SOUTH
SYNTHETIC_ACCT_0433,STUDENT,2022-12-06,ACTIVE,EAST
SYNTHETIC_ACCT_0434,STUDENT,2021-01-24,ACTIVE,WEST
SYNTHETIC_ACCT_0435,SMALL_BIZ,2022-03-21,ACTIVE,EAST
SYNTHETIC_ACCT_0436,WEALTH,2023-07-19,ACTIVE,EAST
SYNTHETIC_ACCT_0437,STUDENT,2022-03-14,ACTIVE,NORTH
SYNTHETIC_ACCT_0438,WEALTH,2024-01-24,ACTIVE,WEST
SYNTHETIC_ACCT_0439,RETAIL,2024-06-10,SUSPENDED,EAST
SYNTHETIC_ACCT_0440,SMALL_BIZ,2021-12-11,ACTIVE,NORTH
SYNTHETIC_ACCT_0441,RETAIL,2023-09-29,ACTIVE,EAST
SYNTHETIC_ACCT_0442,WEALTH,2021-07-05,ACTIVE,SOUTH
SYNTHETIC_ACCT_0443,SMALL_BIZ,2023-11-17,ACTIVE,EAST
SYNTHETIC_ACCT_0444,SMALL_BIZ,2023-10-01,ACTIVE,SOUTH
SYNTHETIC_ACCT_0445,RETAIL,2021-03-03,CLOSED,EAST
SYNTHETIC_ACCT_0446,SMALL_BIZ,2022-02-23,ACTIVE,NORTH
SYNTHETIC_ACCT_0447,STUDENT,2021-02-26,ACTIVE,NORTH
SYNTHETIC_ACCT_0448,WEALTH,2022-07-27,ACTIVE,SOUTH
SYNTHETIC_ACCT_0449,STUDENT,2022-02-26,CLOSED,NORTH
SYNTHETIC_ACCT_0450,STUDENT,2022-04-20,ACTIVE,WEST
SYNTHETIC_ACCT_0451,SMALL_BIZ,2022-02-15,ACTIVE,NORTH
SYNTHETIC_ACCT_0452,SMALL_BIZ,2020-03-16,ACTIVE,WEST
SYNTHETIC_ACCT_0453,STUDENT,2021-03-10,ACTIVE,WEST
SYNTHETIC_ACCT_0454,WEALTH,2022-07-13,ACTIVE,NORTH
SYNTHETIC_ACCT_0455,SMALL_BIZ,2021-05-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0456,RETAIL,2021-07-02,ACTIVE,EAST
SYNTHETIC_ACCT_0457,RETAIL,2022-01-21,ACTIVE,WEST
SYNTHETIC_ACCT_0458,SMALL_BIZ,2024-09-23,ACTIVE,WEST
SYNTHETIC_ACCT_0459,SMALL_BIZ,2023-01-08,ACTIVE,EAST
SYNTHETIC_ACCT_0460,WEALTH,2022-04-05,CLOSED,SOUTH
SYNTHETIC_ACCT_0461,WEALTH,2022-06-24,ACTIVE,WEST
SYNTHETIC_ACCT_0462,WEALTH,2021-10-24,ACTIVE,EAST
SYNTHETIC_ACCT_0463,WEALTH,2022-12-05,ACTIVE,WEST
SYNTHETIC_ACCT_0464,WEALTH,2022-02-04,ACTIVE,EAST
SYNTHETIC_ACCT_0465,SMALL_BIZ,2021-04-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0466,WEALTH,2023-11-04,ACTIVE,EAST
SYNTHETIC_ACCT_0467,SMALL_BIZ,2021-08-18,ACTIVE,NORTH
SYNTHETIC_ACCT_0468,STUDENT,2020-11-12,CLOSED,WEST
SYNTHETIC_ACCT_0469,RETAIL,2022-09-07,ACTIVE,NORTH
SYNTHETIC_ACCT_0470,RETAIL,2024-08-28,ACTIVE,WEST
SYNTHETIC_ACCT_0471,RETAIL,2020-06-30,CLOSED,WEST
SYNTHETIC_ACCT_0472,SMALL_BIZ,2021-05-28,SUSPENDED,NORTH
SYNTHETIC_ACCT_0473,SMALL_BIZ,2024-09-12,ACTIVE,SOUTH
SYNTHETIC_ACCT_0474,RETAIL,2021-03-13,ACTIVE,NORTH
SYNTHETIC_ACCT_0475,STUDENT,2020-07-29,ACTIVE,NORTH
SYNTHETIC_ACCT_0476,WEALTH,2020-01-12,ACTIVE,EAST
SYNTHETIC_ACCT_0477,WEALTH,2020-01-31,ACTIVE,SOUTH
SYNTHETIC_ACCT_0478,STUDENT,2024-09-22,ACTIVE,NORTH
SYNTHETIC_ACCT_0479,STUDENT,2021-09-29,SUSPENDED,NORTH
SYNTHETIC_ACCT_0480,STUDENT,2021-09-26,CLOSED,NORTH
SYNTHETIC_ACCT_0481,RETAIL,2020-07-31,ACTIVE,WEST
SYNTHETIC_ACCT_0482,STUDENT,2024-07-17,ACTIVE,WEST
SYNTHETIC_ACCT_0483,SMALL_BIZ,2022-04-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0484,RETAIL,2021-04-22,ACTIVE,SOUTH
SYNTHETIC_ACCT_0485,SMALL_BIZ,2021-05-28,ACTIVE,WEST
SYNTHETIC_ACCT_0486,RETAIL,2024-11-12,ACTIVE,NORTH
SYNTHETIC_ACCT_0487,SMALL_BIZ,2020-01-17,ACTIVE,SOUTH
SYNTHETIC_ACCT_0488,STUDENT,2024-10-26,ACTIVE,SOUTH
SYNTHETIC_ACCT_0489,STUDENT,2020-10-21,ACTIVE,NORTH
SYNTHETIC_ACCT_0490,WEALTH,2020-07-30,ACTIVE,NORTH
SYNTHETIC_ACCT_0491,WEALTH,2021-05-24,CLOSED,WEST
SYNTHETIC_ACCT_0492,STUDENT,2021-03-01,ACTIVE,NORTH
SYNTHETIC_ACCT_0493,RETAIL,2024-11-08,ACTIVE,NORTH
SYNTHETIC_ACCT_0494,RETAIL,2022-09-27,ACTIVE,EAST
SYNTHETIC_ACCT_0495,SMALL_BIZ,2020-02-03,ACTIVE,NORTH
SYNTHETIC_ACCT_0496,WEALTH,2022-11-10,SUSPENDED,WEST
SYNTHETIC_ACCT_0497,STUDENT,2021-02-14,ACTIVE,SOUTH
SYNTHETIC_ACCT_0498,RETAIL,2022-11-19,ACTIVE,WEST
SYNTHETIC_ACCT_0499,STUDENT,2022-10-04,ACTIVE,EAST
SYNTHETIC_ACCT_0500,WEALTH,2023-04-13,ACTIVE,NORTH
