filename,dataset_variant,token_usage_input,token_usage_output,runtime_ms,peak_memory_bytes,formatting_pass_pct,pytest_filename,pytest_pass_pct,checksum,row_count,snapshot_pass
task20a.py,medium,14,238,0,5871,46.67,test_task20a.py,100.0,,,
task20a.py,large,14,238,0,5871,46.67,test_task20a.py,100.0,,,
task21a.py,clean,17,162,0,5738,37.5,test_task21a.py,100.0,,,
task21a.py,null_heavy,17,162,0,5738,37.5,test_task21a.py,100.0,,,
task21a.py,duplicate_heavy,17,162,0,5738,37.5,test_task21a.py,100.0,,,
task21a.py,medium,17,162,0,5738,37.5,test_task21a.py,100.0,,,
task21a.py,large,17,162,0,5738,37.5,test_task21a.py,100.0,,,
task22a.py,clean,22,368,0,6444,74.29,test_task22a.py,100.0,,,
task22a.py,null_heavy,22,368,0,6444,74.29,test_task22a.py,100.0,,,
task22a.py,duplicate_heavy,22,368,0,6444,74.29,test_task22a.py,100.0,,,
task22a.py,medium,22,368,0,6444,74.29,test_task22a.py,100.0,,,
task22a.py,large,22,368,0,6444,74.29,test_task22a.py,100.0,,,
task23a.py,clean,27,540,0,10153,44.12,test_task23a.py,100.0,,,
task23a.py,null_heavy,27,540,0,9868,44.12,test_task23a.py,100.0,,,
task23a.py,duplicate_heavy,27,540,0,9868,44.12,test_task23a.py,100.0,,,
task23a.py,medium,27,540,0,9868,44.12,test_task23a.py,100.0,,,
task23a.py,large,27,540,0,9868,44.12,test_task23a.py,100.0,,,
task24a.py,clean,20,365,0,6491,25.0,test_task24a.py,100.0,,,
task24a.py,null_heavy,20,365,0,6491,25.0,test_task24a.py,100.0,,,
task24a.py,duplicate_heavy,20,365,0,6491,25.0,test_task24a.py,100.0,,,
task24a.py,medium,20,365,0,6491,25.0,test_task24a.py,100.0,,,
task24a.py,large,20,365,0,6491,25.0,test_task24a.py,100.0,,,
task25a.py,clean,21,341,0,6761,38.89,test_task25a.py,100.0,,,
task25a.py,null_heavy,21,341,0,6761,38.89,test_task25a.py,100.0,,,
task25a.py,duplicate_heavy,21,341,0,6761,38.89,test_task25a.py,100.0,,,
task25a.py,medium,21,341,0,6761,38.89,test_task25a.py,100.0,,,
task25a.py,large,21,341,0,6761,38.89,test_task25a.py,100.0,,,
task26a.py,clean,19,393,0,6641,22.73,test_task26a.py,100.0,,,
task26a.py,null_heavy,19,393,0,6641,22.73,test_task26a.py,100.0,,,
task26a.py,duplicate_heavy,19,393,0,6641,22.73,test_task26a.py,100.0,,,
task26a.py,medium,19,393,0,6641,22.73,test_task26a.py,100.0,,,
task26a.py,large,19,393,0,6641,22.73,test_task26a.py,100.0,,,
task27a.py,clean,19,457,0,6924,35.0,test_task27a.py,100.0,,,
task27a.py,null_heavy,19,457,0,6924,35.0,test_task27a.py,100.0,,,
task27a.py,duplicate_heavy,19,457,0,6924,35.0,test_task27a.py,100.0,,,
task27a.py,medium,19,457,0,6924,35.0,test_task27a.py,100.0,,,
task27a.py,large,19,457,0,6924,35.0,test_task27a.py,100.0,,,
task28a.py,clean,17,312,0,6359,20.0,test_task28a.py,100.0,,,
task28a.py,null_heavy,17,312,0,6359,20.0,test_task28a.py,100.0,,,
task28a.py,duplicate_heavy,17,312,0,6359,20.0,test_task28a.py,100.0,,,
task28a.py,medium,17,312,0,6359,20.0,test_task28a.py,100.0,,,
task28a.py,large,17,312,0,6359,20.0,test_task28a.py,100.0,,,
task29a.py,clean,19,371,168,694700,44.44,test_task29a.py,0.0,,,
task29a.py,null_heavy,19,371,0,6830,44.44,test_task29a.py,0.0,,,
task29a.py,duplicate_heavy,19,371,0,6830,44.44,test_task29a.py,0.0,,,
task29a.py,medium,19,371,0,6830,44.44,test_task29a.py,0.0,,,
task29a.py,large,19,371,0,6830,44.44,test_task29a.py,0.0,,,
task30a.py,clean,21,384,204,6169035,78.12,test_task30a.py,100.0,,,
task30a.py,null_heavy,21,384,0,7070,78.12,test_task30a.py,100.0,,,
task30a.py,duplicate_heavy,21,384,0,7168,78.12,test_task30a.py,100.0,,,
task30a.py,medium,21,384,0,7168,78.12,test_task30a.py,100.0,,,
task30a.py,large,21,384,0,7384,78.12,test_task30a.py,100.0,,,
